flightNumber,planeRows,planeColumns,totalPassengers,luggagePercentage,doubleExit,passengerID,seatLocation,speedQueue,speedExiting,hasLuggage,luggageLocation,luggagePickupTime
F105F88CB,20,4,80,0,false,7b35c836-174f-4919-bde4-459490aab40f,5_4,2,2,false,,
F105F88CB,20,4,80,0,false,7c29a6e5-b66c-4d8b-8fa9-d40f4fc9b857,6_1,3,2,false,,
F105F88CB,20,4,80,0,false,02b7d001-431b-4189-85e5-91dc3135914d,6_2,4,4,false,,
F105F88CB,20,4,80,0,false,74b06f1b-3d79-4e5f-96eb-44a0e109143c,6_3,1,2,false,,
F105F88CB,20,4,80,0,false,ded630a7-2ed6-42d7-9fe8-41c0cd490f22,6_4,2,4,false,,
F105F88CB,20,4,80,0,false,412164ec-f65d-4fb8-b114-0a836346dfb7,7_1,4,4,false,,
F105F88CB,20,4,80,0,false,87f9e02a-17d1-4747-a49c-20e86572ec10,7_2,2,2,false,,
F105F88CB,20,4,80,0,false,c1f7c3ed-69ec-4ed4-9de4-cb31d05318c5,7_3,4,4,false,,
F105F88CB,20,4,80,0,false,80fa6814-0a62-424f-b98a-980a324bc883,7_4,3,4,false,,
F105F88CB,20,4,80,0,false,acea145f-64f0-4455-a451-8a4be69d7741,8_1,3,2,false,,
F105F88CB,20,4,80,0,false,ab6e4f41-ded1-4c3d-b055-6dbdb31bb837,8_2,2,3,false,,
F105F88CB,20,4,80,0,false,f3d487c2-fb13-42fe-a525-b483feb9b1d1,8_3,3,3,false,,
F105F88CB,20,4,80,0,false,3c2629fe-f95d-4b94-9eb2-d6d313ca9163,8_4,4,3,false,,
F105F88CB,20,4,80,0,false,4002900e-ecdc-418b-a8ad-3d3af315b377,9_1,2,3,false,,
F105F88CB,20,4,80,0,false,9882e5e9-b54e-4e04-9885-9daf37ca2024,9_2,2,3,false,,
F105F88CB,20,4,80,0,false,bce2c3d5-416d-4b02-bffa-c50fef17a06d,9_3,2,3,false,,
F105F88CB,20,4,80,0,false,67a5b9bd-fba1-4cc0-b67f-971e5193e484,9_4,4,2,false,,
F105F88CB,20,4,80,0,false,50872cc6-de69-4b07-b1e0-e586525ea2ee,10_1,3,2,false,,
F105F88CB,20,4,80,0,false,554a39c2-6893-480b-97ab-2c4101bef92b,10_2,2,3,false,,
F105F88CB,20,4,80,0,false,de5790f2-6c99-4b45-9cec-36a4c816739f,10_3,4,4,false,,
F105F88CB,20,4,80,0,false,858b006c-f56f-426b-992d-67c7b11fb50c,10_4,1,4,false,,
F105F88CB,20,4,80,0,false,08143b05-f438-496b-9601-e6d8e148c49f,11_1,2,3,false,,
F105F88CB,20,4,80,0,false,3cbf1935-cec4-4030-9c3e-9895e6a5bd6f,11_2,4,3,false,,
F105F88CB,20,4,80,0,false,fd6f9fd2-88e2-4230-a83e-e803c53d8bce,11_3,1,2,false,,
F105F88CB,20,4,80,0,false,d7a38d90-397b-41c2-98c7-425fd0ef4fb4,11_4,3,2,false,,
F105F88CB,20,4,80,0,false,84b352f0-e6d1-402a-933b-8894e3672600,12_1,2,3,false,,
F105F88CB,20,4,80,0,false,1405a292-0d1d-422d-baab-61faea470f3e,12_2,1,2,false,,
F105F88CB,20,4,80,0,false,4079f860-7f3c-4ebb-baea-69dde3eaadae,12_3,4,4,false,,
F105F88CB,20,4,80,0,false,6ee736db-51ef-473e-b3da-04fa63bd841b,12_4,4,3,false,,
F105F88CB,20,4,80,0,false,0a4766dc-61d2-4f80-b5ae-62070a8e69be,13_1,2,3,false,,
F105F88CB,20,4,80,0,false,c6587b38-71ed-482e-8583-ab66afcc8686,13_2,2,2,false,,
F105F88CB,20,4,80,0,false,2bfb1930-a828-42ef-bd77-c3f676934966,13_3,4,4,false,,
F105F88CB,20,4,80,0,false,dd35e854-6b9b-461c-bf31-0dea287c07f8,13_4,3,4,false,,
F105F88CB,20,4,80,0,false,ee10538b-79fe-470d-a5e0-808877c6ad6e,14_1,4,4,false,,
F105F88CB,20,4,80,0,false,b49d2079-3252-4b32-9ad5-5075ff8cee81,14_2,3,3,false,,
F105F88CB,20,4,80,0,false,6100e424-5446-4e83-97cd-9ff321fa92e4,14_3,4,3,false,,
F105F88CB,20,4,80,0,false,fc47662d-14d7-479e-82f4-8ec98583a3cb,14_4,4,3,false,,
F105F88CB,20,4,80,0,false,a6b9da48-616f-4ffb-a755-244d09965ce1,15_1,3,2,false,,
F105F88CB,20,4,80,0,false,49c1dc20-a7f9-4481-971f-53520266bb21,15_2,2,2,false,,
F105F88CB,20,4,80,0,false,972535ef-44c2-40c5-a282-34047e35681f,15_3,1,4,false,,
F105F88CB,20,4,80,0,false,e51973c8-6647-425e-9b88-eca6d53609d4,15_4,4,4,false,,
F105F88CB,20,4,80,0,false,08f728fc-dad9-40e9-86dc-17ab51897834,16_1,3,4,false,,
F105F88CB,20,4,80,0,false,b63b5461-5ea3-4792-ba74-5023254af0e6,16_2,1,2,false,,
F105F88CB,20,4,80,0,false,fd3d9e00-58c0-4219-abfc-025d083573e8,16_3,1,4,false,,
F105F88CB,20,4,80,0,false,a035c657-5069-4913-b1af-bdb022d4d810,16_4,3,2,false,,
F105F88CB,20,4,80,0,false,75082e7d-bb5f-44f3-a263-df77cd2cfe2b,17_1,4,2,false,,
F105F88CB,20,4,80,0,false,09d7f7ab-f40e-4d2f-bba2-11bbeca85918,17_2,1,2,false,,
F105F88CB,20,4,80,0,false,0eecaf1c-b828-4bfc-91ca-3dda43a6832b,17_3,2,4,false,,
F105F88CB,20,4,80,0,false,11a77f23-d797-4b28-8d08-62459fedf942,17_4,3,4,false,,
F105F88CB,20,4,80,0,false,36eecfc0-72be-414a-9bd3-389b2db63f2e,18_1,4,4,false,,
F105F88CB,20,4,80,0,false,36f6af07-1583-42c5-9175-ab4fa98e5c13,18_2,4,2,false,,
F105F88CB,20,4,80,0,false,3bf34aea-2b12-4413-8b8c-3dab2a66ea60,18_3,2,3,false,,
F105F88CB,20,4,80,0,false,2b6766e8-aef1-459f-8518-c7b5f13deac0,18_4,1,4,false,,
F105F88CB,20,4,80,0,false,bfc3d62c-cc56-478e-9148-cc3719e9d6fc,19_1,1,4,false,,
F105F88CB,20,4,80,0,false,f3094cd1-8900-4683-a7c7-d4de9662b056,19_2,2,3,false,,
F105F88CB,20,4,80,0,false,df263c71-422b-49a6-911d-8175a66286d1,19_3,3,4,false,,
F105F88CB,20,4,80,0,false,79dc4877-3b5e-4152-b18c-05c8d2251f52,19_4,4,3,false,,
F105F88CB,20,4,80,0,false,c533298c-61f3-463e-8a61-48f5c8d37370,20_1,3,3,false,,
F105F88CB,20,4,80,0,false,5eccc02b-c72a-4d92-ad00-0d10acb37a70,20_2,3,3,false,,
F105F88CB,20,4,80,0,false,5a6b0698-02eb-498c-ad96-fe437104494b,20_3,4,4,false,,
F105F88CB,20,4,80,0,false,08ff020c-0bf0-4fb1-b59f-cf238a231e69,20_4,3,2,false,,
F7C7395E8,20,4,80,0,false,2a8ffabe-0957-4b8a-bc4c-7155de023135,1_1,1,2,false,,
F7C7395E8,20,4,80,0,false,a0f8754f-541f-40fa-8225-73483358a167,1_2,3,4,false,,
F7C7395E8,20,4,80,0,false,382d82d8-14d9-464a-9c02-075439db9257,1_3,3,3,false,,
F7C7395E8,20,4,80,0,false,0768b871-4551-447a-9efd-9b8561af5117,1_4,3,3,false,,
F7C7395E8,20,4,80,0,false,99c1e46e-cf5a-4b24-8c5d-e855d0c95ba0,2_1,3,4,false,,
F7C7395E8,20,4,80,0,false,0c91132b-2e90-4f3d-b46e-2eeddb5d24bb,2_2,4,3,false,,
F7C7395E8,20,4,80,0,false,9f73ea2a-36f6-42cd-a793-257b7b41f8b0,2_3,3,2,false,,
F7C7395E8,20,4,80,0,false,d32907db-2488-404b-b4c7-82fbc1553af0,2_4,2,4,false,,
F7C7395E8,20,4,80,0,false,477fa0ce-5a45-491d-925e-d9f6f2007324,3_1,1,2,false,,
F7C7395E8,20,4,80,0,false,50be23c9-0219-403c-9cdb-e19ef3cc3f15,3_2,4,4,false,,
F7C7395E8,20,4,80,0,false,9f4e3d68-9485-4704-993a-01e6ae84aefa,3_3,3,4,false,,
F7C7395E8,20,4,80,0,false,7324b1a4-612e-4b12-abbe-83bb591a300c,3_4,4,4,false,,
F7C7395E8,20,4,80,0,false,df5999a0-debb-4d42-b69c-abff0bba9a03,4_1,3,3,false,,
F7C7395E8,20,4,80,0,false,20b8a86f-20a5-49ae-92aa-8bef1f44b55e,4_2,4,2,false,,
F7C7395E8,20,4,80,0,false,c06350df-9758-405a-b285-21d1f8ffb510,4_3,2,4,false,,
F7C7395E8,20,4,80,0,false,4e5a2bcf-a79b-46e1-9bc3-b2051c070d7c,4_4,2,4,false,,
F7C7395E8,20,4,80,0,false,47237a64-51ac-4cec-9e12-8467ae5aa563,5_1,3,4,false,,
F7C7395E8,20,4,80,0,false,42815015-e1ac-4059-9aee-c45bf7679f20,5_2,2,2,false,,
F7C7395E8,20,4,80,0,false,1e8f6319-006d-4c16-903b-2d93cfefbc83,5_3,1,3,false,,
F7C7395E8,20,4,80,0,false,97f62bc4-2573-4d4d-980c-026cc9bab6c1,5_4,1,4,false,,
F7C7395E8,20,4,80,0,false,2fa90546-1e79-4dba-b317-f06eb66a6312,6_1,4,3,false,,
F7C7395E8,20,4,80,0,false,41b1bec1-9c90-4b99-9a28-7ebf390db7a0,6_2,4,3,false,,
F7C7395E8,20,4,80,0,false,2bc4d484-9fe9-43ae-bbef-4ab182a72580,6_3,1,3,false,,
F7C7395E8,20,4,80,0,false,e5b40c58-8853-4b42-a1ca-d86b53cd0d7c,6_4,4,3,false,,
F7C7395E8,20,4,80,0,false,9c07adc8-119f-435b-aee5-aa779ae59c97,7_1,4,2,false,,
F7C7395E8,20,4,80,0,false,c6e5dc18-5684-4417-a67f-660f237984f0,7_2,4,3,false,,
F7C7395E8,20,4,80,0,false,4fbb535d-072b-429e-b284-1096ae85c838,7_3,2,2,false,,
F7C7395E8,20,4,80,0,false,bba9e8e7-4375-44b4-9cee-5fcf79862319,7_4,2,4,false,,
F7C7395E8,20,4,80,0,false,292e8814-f91a-4809-8846-5d95330247de,8_1,2,4,false,,
F7C7395E8,20,4,80,0,false,778047ca-7585-4f5e-bb7a-9e2160ca829d,8_2,4,2,false,,
F7C7395E8,20,4,80,0,false,c323b64d-b97d-4429-8a44-7117a032df66,8_3,4,4,false,,
F7C7395E8,20,4,80,0,false,98cedbc8-3a7c-4aea-b4ab-888810b4b5ab,8_4,2,2,false,,
F7C7395E8,20,4,80,0,false,29c62880-5456-40b0-9d0e-c6d060140622,9_1,2,3,false,,
F7C7395E8,20,4,80,0,false,a0048fc0-4553-4d64-9eaf-a02eecbe631f,9_2,1,4,false,,
F7C7395E8,20,4,80,0,false,3e9849d5-fb82-4f91-b77c-173abc7135c8,9_3,2,3,false,,
F7C7395E8,20,4,80,0,false,863b66ec-8d71-4c37-a290-ca5d91f1c591,9_4,2,4,false,,
F7C7395E8,20,4,80,0,false,7284bc12-fb01-4e4c-a549-503dbb241225,10_1,2,2,false,,
F7C7395E8,20,4,80,0,false,a213fae5-351e-496f-846e-b1f137c5c462,10_2,3,3,false,,
F7C7395E8,20,4,80,0,false,c881a67b-d19b-4360-80ba-c8065477d991,10_3,3,3,false,,
F7C7395E8,20,4,80,0,false,abdb8bb8-f29d-4348-a776-a1aea88ea14d,10_4,4,4,false,,
F7C7395E8,20,4,80,0,false,f3b00dde-14a6-4f3b-a8af-b84ba29e5b35,11_1,3,2,false,,
F7C7395E8,20,4,80,0,false,12a8a148-e5b2-4528-9eca-d2fe675c1bf0,11_2,2,3,false,,
F7C7395E8,20,4,80,0,false,9b774efa-95f0-4e07-b779-e2eb491b5f00,11_3,2,3,false,,
F7C7395E8,20,4,80,0,false,0db49191-098b-4806-97fa-c99cc31fe717,11_4,4,2,false,,
F7C7395E8,20,4,80,0,false,876ac0f2-d541-408e-9918-2b1b7b003783,12_1,4,3,false,,
F7C7395E8,20,4,80,0,false,fbbc756f-d70b-43d6-8eff-a163f77ddcc1,12_2,4,2,false,,
F7C7395E8,20,4,80,0,false,53978093-c355-4b39-bf7b-5a68e29b3c9a,12_3,3,3,false,,
F7C7395E8,20,4,80,0,false,bf117707-c780-44be-8ac6-c727a80a2e76,12_4,2,3,false,,
F7C7395E8,20,4,80,0,false,7ed0f076-4793-469e-a7d5-be877cea3eab,13_1,4,2,false,,
F7C7395E8,20,4,80,0,false,0fa52428-5d63-4b00-855d-af162c11c343,13_2,1,4,false,,
F7C7395E8,20,4,80,0,false,59bdbdcf-bc0e-4b34-95fe-c44c0926c9aa,13_3,2,4,false,,
F7C7395E8,20,4,80,0,false,54a884a1-7a56-4a19-8a7f-a4db44db70b2,13_4,3,3,false,,
F7C7395E8,20,4,80,0,false,90713dcc-eb3d-476e-b6bb-21b7f4d75387,14_1,3,4,false,,
F7C7395E8,20,4,80,0,false,e9ba0920-90a0-4bf3-81c4-f0a8a0942d2b,14_2,3,2,false,,
F7C7395E8,20,4,80,0,false,0cfa1e99-a86c-47d3-9fdb-f9c72c233bbe,14_3,1,4,false,,
F7C7395E8,20,4,80,0,false,46d6d4e2-fb3d-425e-a44c-b4d44ff35bb9,14_4,3,2,false,,
F7C7395E8,20,4,80,0,false,fe3b9182-168c-4ceb-a3c7-aad4ff342e88,15_1,2,4,false,,
F7C7395E8,20,4,80,0,false,6e6bc506-a2af-47cb-ab29-13e16a043f1c,15_2,4,3,false,,
F7C7395E8,20,4,80,0,false,1446b10d-568b-446f-b4be-ff3ecd7747e9,15_3,2,2,false,,
F7C7395E8,20,4,80,0,false,75cccfab-74cf-4a3d-a76c-55712e57a60d,15_4,2,2,false,,
F7C7395E8,20,4,80,0,false,1e4b6549-3858-47fd-86be-2e791f315809,16_1,4,3,false,,
F7C7395E8,20,4,80,0,false,f560e6d1-b2f2-4b8a-80e9-3108bd29bb44,16_2,3,2,false,,
F7C7395E8,20,4,80,0,false,b3487795-d762-4458-b10c-059341f54436,16_3,2,4,false,,
F7C7395E8,20,4,80,0,false,9e5d973e-214f-4ebe-854c-bd631e0cd649,16_4,1,3,false,,
F7C7395E8,20,4,80,0,false,4d6f2d81-909f-46da-b429-93f3621f62f2,17_1,3,4,false,,
F7C7395E8,20,4,80,0,false,62e25b03-2335-4c51-a3c8-c82c468ed356,17_2,1,4,false,,
F7C7395E8,20,4,80,0,false,4620569e-5a2b-44f5-b756-7c17bee25cf2,17_3,1,4,false,,
F7C7395E8,20,4,80,0,false,083fe3ae-c063-482e-8c8b-7f739ab7775d,17_4,1,4,false,,
F7C7395E8,20,4,80,0,false,258fdb87-100a-4e4d-a274-280dfb4ab48e,18_1,2,4,false,,
F7C7395E8,20,4,80,0,false,a3a7ef71-c42b-48c8-a5ff-9cd32588433e,18_2,2,2,false,,
F7C7395E8,20,4,80,0,false,9327c54f-2abf-415a-9f13-67151f8764e6,18_3,1,4,false,,
F7C7395E8,20,4,80,0,false,de7fba7b-bf32-4e80-a659-2f83552c1130,18_4,1,4,false,,
F7C7395E8,20,4,80,0,false,be00aba2-8374-4022-9ae4-588b788a9675,19_1,3,2,false,,
F7C7395E8,20,4,80,0,false,dcaea47d-9722-4ccd-b50b-d11143bb0d41,19_2,2,2,false,,
F7C7395E8,20,4,80,0,false,c2123b48-a859-40b7-b7be-489f4f9be026,19_3,4,3,false,,
F7C7395E8,20,4,80,0,false,8b872b72-faeb-460d-b0c7-bdd511ab8bea,19_4,4,4,false,,
F7C7395E8,20,4,80,0,false,1acee5e5-3bca-4d05-a64b-bbe97d44e2fe,20_1,2,2,false,,
F7C7395E8,20,4,80,0,false,43cebe25-d0da-4db5-8d05-8dd3e2b08696,20_2,3,2,false,,
F7C7395E8,20,4,80,0,false,5f66a878-c7c4-4151-b9ef-dfddbd3e12b8,20_3,3,2,false,,
F7C7395E8,20,4,80,0,false,7d5d8057-959d-47ba-b53f-ce2903f89ff8,20_4,4,2,false,,
F1A55223C,20,4,80,0,false,792bec5b-d72e-41cb-a50f-92cd622c60be,1_1,1,4,false,,
F1A55223C,20,4,80,0,false,ea485ccd-6605-4cae-ad66-c464a4d39b2f,1_2,4,3,false,,
F1A55223C,20,4,80,0,false,a455971d-6990-44a9-9bc2-1d5a939b4201,1_3,2,3,false,,
F1A55223C,20,4,80,0,false,1afa1dc3-d597-450f-a11f-9490fe3f8159,1_4,3,3,false,,
F1A55223C,20,4,80,0,false,e87a15a3-92b0-4145-ba3a-057ff3c37897,2_1,3,3,false,,
F1A55223C,20,4,80,0,false,7c1ea2c8-19eb-4ac2-a0ab-c7038e19260f,2_2,1,3,false,,
F1A55223C,20,4,80,0,false,cccf8947-0a20-46c6-83a9-a0ff8a222985,2_3,1,4,false,,
F1A55223C,20,4,80,0,false,b178260a-dd00-49d5-b557-465d7c94d94e,2_4,4,2,false,,
F1A55223C,20,4,80,0,false,c44c1580-7270-474e-b293-25f20e386dc5,3_1,2,4,false,,
F1A55223C,20,4,80,0,false,58b32eca-eaf4-47c7-9edd-dccd364d4e55,3_2,1,2,false,,
F1A55223C,20,4,80,0,false,d1bfde09-8f10-47be-8cf3-b4abbfb8df1f,3_3,2,4,false,,
F1A55223C,20,4,80,0,false,211c2ba4-dcc2-4b94-b794-77767ff7185d,3_4,1,4,false,,
F1A55223C,20,4,80,0,false,b70fa0fe-de50-4b32-9d38-fc4a2020cd4c,4_1,3,2,false,,
F1A55223C,20,4,80,0,false,0dfde279-bf29-4aa9-a8b9-a1f5cfa99c49,4_2,2,2,false,,
F1A55223C,20,4,80,0,false,be57b466-8536-4bad-a619-3119dad8be8e,4_3,3,2,false,,
F1A55223C,20,4,80,0,false,f24d5508-9ef6-4c73-913e-de306ec4bf6d,4_4,3,2,false,,
F1A55223C,20,4,80,0,false,d695e884-f81b-4717-8a5d-24e3a554fe35,5_1,2,3,false,,
F1A55223C,20,4,80,0,false,a786f4d2-2fb0-4b64-9f66-8204dbd6da72,5_2,4,2,false,,
F1A55223C,20,4,80,0,false,17efccc3-e6b6-4158-8f47-3aff54acd50f,5_3,3,3,false,,
F1A55223C,20,4,80,0,false,cbd7fe30-b2db-4c6d-a43e-56d2c80a3ac3,5_4,4,2,false,,
F1A55223C,20,4,80,0,false,d3253a00-94fb-4809-9115-136acad0ecda,6_1,1,2,false,,
F1A55223C,20,4,80,0,false,0086d8e1-ee62-41ad-9d87-1264799caf70,6_2,1,4,false,,
F1A55223C,20,4,80,0,false,bba92877-3759-40e4-94d1-baf951303de7,6_3,1,4,false,,
F1A55223C,20,4,80,0,false,36db86ef-22ac-4d4f-9bae-85601aafc360,6_4,3,2,false,,
F1A55223C,20,4,80,0,false,8f03a1e1-ea28-4ad0-be77-d8cab42e8552,7_1,3,3,false,,
F1A55223C,20,4,80,0,false,ad0494a3-63a2-40bb-a4c7-ef2ae3666d2b,7_2,1,3,false,,
F1A55223C,20,4,80,0,false,8e252191-31d3-4c05-a5eb-7603a268ded0,7_3,3,4,false,,
F1A55223C,20,4,80,0,false,9f530991-f64e-45e0-9c65-87a063223935,7_4,4,4,false,,
F1A55223C,20,4,80,0,false,382de01d-1bcc-45c5-9b6f-29e6416bdc2e,8_1,3,3,false,,
F1A55223C,20,4,80,0,false,98debb86-6cf7-403f-959a-edd9ed5391c4,8_2,2,2,false,,
F1A55223C,20,4,80,0,false,19dcbe56-821a-4fd0-86f5-328a8e8ac8fd,8_3,4,2,false,,
F1A55223C,20,4,80,0,false,a49c5542-311b-496b-bda0-6e0c3ac11fc3,8_4,3,2,false,,
F1A55223C,20,4,80,0,false,422febe4-9c70-4c1a-894b-72ea56e4b276,9_1,2,3,false,,
F1A55223C,20,4,80,0,false,e13733ce-f177-416f-b899-f820bb3e1a8b,9_2,1,4,false,,
F1A55223C,20,4,80,0,false,4898765d-afa3-499a-bc8e-8dedbb338c37,9_3,2,4,false,,
F1A55223C,20,4,80,0,false,02aa511f-0d68-4ce7-81f5-75baca4b48c8,9_4,2,2,false,,
F1A55223C,20,4,80,0,false,7efb3e74-d3b1-4e52-8608-3f68429f6e38,10_1,4,3,false,,
F1A55223C,20,4,80,0,false,64bf45e2-617f-45ff-83ba-9fa9973cb99d,10_2,4,3,false,,
F1A55223C,20,4,80,0,false,d502b1ea-854b-4b98-a92f-1f04efc9cd5a,10_3,2,4,false,,
F1A55223C,20,4,80,0,false,8714447f-3364-470d-9300-75c9722934f7,10_4,1,2,false,,
F1A55223C,20,4,80,0,false,2a52c80d-5e14-4341-92b9-963d9f38da36,11_1,3,4,false,,
F1A55223C,20,4,80,0,false,0f69448b-22e4-4df4-9890-95f534936c86,11_2,4,4,false,,
F1A55223C,20,4,80,0,false,5d425f19-4ac3-4cd8-bd6d-47365c57807b,11_3,3,2,false,,
F1A55223C,20,4,80,0,false,248a6f83-6b17-4495-8bf7-a899eb44d58a,11_4,3,2,false,,
F1A55223C,20,4,80,0,false,1eef930c-30da-4344-a062-a2f3d4980d8d,12_1,4,4,false,,
F1A55223C,20,4,80,0,false,789e1206-d8a7-49f7-9cb3-bee16406d169,12_2,3,4,false,,
F1A55223C,20,4,80,0,false,332279f1-75d9-43c7-83d1-f1069fdaf5f0,12_3,2,2,false,,
F1A55223C,20,4,80,0,false,85e4fe93-4397-4d53-ab1b-fa1c925c69f9,12_4,2,3,false,,
F1A55223C,20,4,80,0,false,333d3d3c-e0eb-42d9-a1c7-4ec5e04d53ed,13_1,1,4,false,,
F1A55223C,20,4,80,0,false,bf2d3b65-c82c-4107-9c66-0b825c56662b,13_2,3,4,false,,
F1A55223C,20,4,80,0,false,018a2f29-3a0c-4c58-afa9-906c852c574c,13_3,2,2,false,,
F1A55223C,20,4,80,0,false,708e8852-3c65-4011-a124-3bddf060876c,13_4,1,2,false,,
F1A55223C,20,4,80,0,false,e5aa0e9b-abeb-4a3b-baf5-03c07aab107d,14_1,2,2,false,,
F1A55223C,20,4,80,0,false,764ddfe4-927d-493f-9bc7-ea0e26b240b8,14_2,3,3,false,,
F1A55223C,20,4,80,0,false,a5e72cf0-20bb-4d70-94e4-59af4799894b,14_3,1,2,false,,
F1A55223C,20,4,80,0,false,bb3af4fb-429c-4ee7-98b0-1954b90f1cad,14_4,4,4,false,,
F1A55223C,20,4,80,0,false,76aac363-f51f-4fdf-8a7f-80b1ec6b7fda,15_1,4,4,false,,
F1A55223C,20,4,80,0,false,73d58efb-5dc5-49b0-b2e1-9f34f8f00244,15_2,4,4,false,,
F1A55223C,20,4,80,0,false,28fd927f-6533-4238-88ee-c26313c273ba,15_3,1,3,false,,
F1A55223C,20,4,80,0,false,c5b45ebc-f223-4fb3-9fb1-970e153bb7df,15_4,1,3,false,,
F1A55223C,20,4,80,0,false,bdd03ea0-0f78-464d-b672-6e63e2192839,16_1,2,3,false,,
F1A55223C,20,4,80,0,false,dfe4bbb7-f89d-43b4-b6e7-5b688115c913,16_2,1,3,false,,
F1A55223C,20,4,80,0,false,4113d444-3c47-4806-a804-3ac094b58ba5,16_3,3,4,false,,
F1A55223C,20,4,80,0,false,6c3cab7f-facf-4999-995f-e8fc5947c8df,16_4,4,3,false,,
F1A55223C,20,4,80,0,false,ec4b5911-aa1d-4ab0-bcca-7d7307f01710,17_1,3,3,false,,
F1A55223C,20,4,80,0,false,addd389a-bdec-453b-b0bc-30ef1549076e,17_2,3,2,false,,
F1A55223C,20,4,80,0,false,9745740d-ff23-418d-8776-67f673c9b94a,17_3,4,2,false,,
F1A55223C,20,4,80,0,false,a78fd86b-2f8f-40d4-aea8-c952824fd814,17_4,2,3,false,,
F1A55223C,20,4,80,0,false,4dccea87-9657-4c97-9ebd-5665b5fbb49e,18_1,2,4,false,,
F1A55223C,20,4,80,0,false,8d637e23-8382-4c3a-bd6b-23cc643a950a,18_2,3,2,false,,
F1A55223C,20,4,80,0,false,c7d0c9c0-6e3e-4457-b596-0494eb65fc1f,18_3,3,2,false,,
F1A55223C,20,4,80,0,false,cd58c9b3-3c78-4a37-ac6a-3df569a301dd,18_4,1,3,false,,
F1A55223C,20,4,80,0,false,872f8fbf-68fa-437b-96c2-5baecad13014,19_1,2,2,false,,
F1A55223C,20,4,80,0,false,36b1ec20-60ee-41b3-8033-b79879fb3298,19_2,2,4,false,,
F1A55223C,20,4,80,0,false,8866bdfb-d311-405a-bc50-e23bf17c1cae,19_3,2,3,false,,
F1A55223C,20,4,80,0,false,927c17b3-487a-4a1e-9a28-d5cd845f4101,19_4,3,3,false,,
F1A55223C,20,4,80,0,false,639a87c7-ec2a-434f-9cc5-c5e426dbd8c0,20_1,2,2,false,,
F1A55223C,20,4,80,0,false,5683410d-94e0-46b3-94d5-4047e373c0f9,20_2,3,2,false,,
F1A55223C,20,4,80,0,false,5eacefda-d11a-4d2c-afe7-0a41d3e7124f,20_3,3,4,false,,
F1A55223C,20,4,80,0,false,71774b7a-c9a0-43b1-8d08-4155722afc83,20_4,3,4,false,,
FCF3B7E71,20,4,80,0,false,081996ec-6fce-49a4-9bd5-57c822bdc084,1_1,2,4,false,,
FCF3B7E71,20,4,80,0,false,84700ed3-65ca-4ce6-9c74-87c7bb1da997,1_2,4,3,false,,
FCF3B7E71,20,4,80,0,false,be311066-dfbf-42bb-b3ce-42ed8f1e7456,1_3,2,2,false,,
FCF3B7E71,20,4,80,0,false,98fa37a8-08f8-4611-9fdc-f6fdb2bd3dbb,1_4,1,4,false,,
FCF3B7E71,20,4,80,0,false,26bc9bad-47ab-404f-9a21-407a19d42efe,2_1,2,3,false,,
